location,average_cost,minimum_order,rating,votes,delivery_time,is_rating,is_votes,average_cost_cat,minimum_order_less_50,rating_cat,fast,medium,slow,is_bakery_nf_,city_nf_,rating_votes
"Noorkhan Bazaar, Malakpet, Hyderabad",200.0,50.0,3.0,8.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Hyderabad,3.1780538303479458
"Sandhurst Road, Mumbai CST Area",200.0,50.0,3.4,67.0,30 minutes,1,1,0,0,3_to_3.9,2,0,1,0,Mumbai,5.428468051013081
"D-Block, Sector 63, Noida",200.0,99.0,2.6,83.0,45 minutes,1,1,0,1,less_3,1,3,0,0,Noida,5.374352052824034
"D-Block, Sector 63, Noida",400.0,50.0,4.8,469.0,65 minutes,1,1,1,0,greater_equal_4,1,2,0,0,Noida,7.719218686360125
"D-Block, Sector 63, Noida",200.0,50.0,3.8,152.0,45 minutes,1,1,0,0,3_to_3.9,0,2,1,0,Noida,6.358881587578616
"Sector 1, Noida",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,0,0,1,Noida,0.0
Mumbai Central,800.0,50.0,4.1,841.0,30 minutes,1,1,1,0,greater_equal_4,1,0,2,0,Mumbai,8.14557863368321
"Sector 1, Noida",250.0,50.0,3.5,22.0,30 minutes,1,1,1,0,3_to_3.9,0,1,0,0,Noida,4.343805421853684
"Yerawada, Pune, Maharashtra",200.0,50.0,3.6,216.0,45 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Pune,6.656212253146229
"Delhi High Court, India Gate",150.0,50.0,3.9,99.0,20 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Delhi,5.95609640327019
Delhi University-GTB Nagar,200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,1,0,Delhi,0.0
"Nathan Road, Mangaldas Road, Pune",300.0,199.0,4.1,116.0,45 minutes,1,1,1,1,greater_equal_4,3,0,0,1,Pune,6.1645771648166265
Delhi Cantt.,150.0,50.0,3.6,77.0,65 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,5.624739267315748
"Yerawada, Pune, Maharashtra",100.0,50.0,3.5,17.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,4.085976312551584
"Chatta Bazaar, Malakpet, Hyderabad",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Hyderabad,0.0
"Delhi Administration Flats, Timarpur",150.0,50.0,4.0,173.0,45 minutes,1,1,0,0,greater_equal_4,2,0,0,1,Delhi,6.539585955617669
"Sector 1, Noida",100.0,50.0,3.5,63.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Noida,5.395897694886901
"Hyderabad Public School, Begumpet",200.0,50.0,2.9,6.0,30 minutes,1,1,0,0,less_3,2,0,0,1,Hyderabad,2.856470206220483
"Rmz Centennial, I Gate, Whitefield",200.0,50.0,3.7,31.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Bengaluru,4.742320024135325
"D-Block, Sector 63, Noida",200.0,99.0,3.4,15.0,30 minutes,1,1,0,1,3_to_3.9,0,1,0,0,Noida,3.9318256327243257
"Sector 14, Noida",150.0,50.0,3.4,18.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,1,Noida,4.11414718951828
"MG Road, Pune",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,1,0,0,Pune,0.0
"Sector 14, Noida",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Noida,0.0
Delhi Cantt.,150.0,50.0,3.1,6.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Delhi,2.9231615807191558
"Babarpur, New Delhi, Delhi",100.0,50.0,3.2,10.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,1,Delhi,3.4657359027997265
"Nathan Road, Mangaldas Road, Pune",200.0,50.0,3.1,9.0,30 minutes,1,1,0,0,3_to_3.9,2,0,1,0,Pune,3.32862668882732
"Yerawada, Pune, Maharashtra",150.0,50.0,4.1,53.0,45 minutes,1,1,0,0,greater_equal_4,3,0,0,1,Pune,5.381278887262384
"Sector 1, Noida",250.0,50.0,3.8,96.0,30 minutes,1,1,1,0,3_to_3.9,0,2,0,0,Noida,5.899349258200176
"Sector 14, Noida",200.0,50.0,4.0,236.0,45 minutes,1,1,0,0,greater_equal_4,3,2,1,0,Noida,6.8501261661455
"Tejas Nagar Colony, Wadala West, Mumbai",200.0,50.0,3.4,11.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Mumbai,3.6216707044204863
Majestic,100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,2,0,0,Bengaluru,0.0
Mumbai Central,250.0,50.0,3.9,83.0,30 minutes,1,1,1,0,3_to_3.9,1,1,0,0,Mumbai,5.779817160932199
"Sector 1, Noida",150.0,50.0,3.8,455.0,45 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Noida,7.455298485683291
Delhi University-GTB Nagar,100.0,50.0,3.0,24.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,4.276666119016055
"Sector 14, Noida",250.0,50.0,1.0,1.0,30 minutes,0,0,1,0,less_3,1,1,0,0,Noida,0.0
"Sector 1, Noida",200.0,50.0,3.1,8.0,65 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Noida,3.2108436531709366
"Sector 14, Noida",250.0,99.0,3.3,52.0,65 minutes,1,1,1,1,3_to_3.9,1,0,0,0,Noida,5.145166187053862
"D-Block, Sector 63, Noida",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,1,0,0,Noida,0.0
"D-Block, Sector 63, Noida",50.0,50.0,3.7,70.0,45 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Noida,5.556828061699537
"Sector 1, Noida",100.0,50.0,3.0,7.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Noida,3.044522437723423
"D-Block, Sector 63, Noida",200.0,50.0,3.6,34.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Noida,4.807294370078226
"Dockyard Road, Mumbai CST Area",250.0,50.0,3.5,18.0,30 minutes,1,1,1,0,3_to_3.9,0,0,1,0,Mumbai,4.143134726391533
"Delhi High Court, India Gate",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Delhi,0.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,3.9,45.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Bengaluru,5.167639042905921
Majestic,100.0,50.0,3.6,25.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Bengaluru,4.499809670330265
"Delhi Administration Flats, Timarpur",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Delhi,0.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",100.0,50.0,3.4,15.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Gurgaon,3.9318256327243257
"MG Road, Pune",150.0,99.0,3.4,58.0,65 minutes,1,1,0,1,3_to_3.9,0,2,0,0,Pune,5.284218442168535
"Sector 3, Marathalli",100.0,50.0,3.6,22.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Bengaluru,4.37197629882038
"FTI College, Law College Road, Pune",750.0,50.0,4.1,318.0,65 minutes,1,1,1,0,greater_equal_4,2,2,2,0,Pune,7.173038356490439
"D-Block, Sector 63, Noida",150.0,99.0,3.5,92.0,45 minutes,1,1,0,1,3_to_3.9,0,1,1,0,Noida,5.7745515455444085
"Mico Layout, Stage 2, BTM Layout,Bangalore",400.0,50.0,4.5,2091.0,65 minutes,1,1,1,0,greater_equal_4,2,0,1,0,Bengaluru,9.149475096204908
"Sector 1, Noida",1000.0,50.0,4.0,846.0,30 minutes,1,1,1,0,greater_equal_4,1,2,2,0,Noida,8.126813720726114
"Sector 3, Marathalli",250.0,50.0,3.9,163.0,30 minutes,1,1,1,0,3_to_3.9,0,5,1,0,Bengaluru,6.454726753942363
"D-Block, Sector 63, Noida",100.0,50.0,3.5,24.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Noida,4.430816798843313
"Mico Layout, Stage 2, BTM Layout,Bangalore",150.0,50.0,3.6,29.0,45 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Bengaluru,4.648229675448539
Delhi University-GTB Nagar,150.0,50.0,4.4,422.0,45 minutes,1,1,0,0,greater_equal_4,0,1,0,0,Delhi,7.526609854960228
"Sector 3, Marathalli",200.0,50.0,3.3,150.0,30 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Bengaluru,6.20455776256869
"Delhi Administration Flats, Timarpur",150.0,50.0,3.2,10.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,3.4657359027997265
Mumbai Central,200.0,50.0,3.2,14.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Mumbai,3.8022081394209395
Pune University,400.0,50.0,3.8,203.0,30 minutes,1,1,1,0,3_to_3.9,0,2,2,0,Pune,6.648207045774128
"D-Block, Sector 63, Noida",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Noida,0.0
Delhi University-GTB Nagar,150.0,50.0,3.3,22.0,30 minutes,1,1,0,0,3_to_3.9,1,2,0,0,Delhi,4.28496492183075
"Sandhurst Road, Mumbai CST Area",150.0,50.0,4.1,1489.0,45 minutes,1,1,0,0,greater_equal_4,2,0,0,0,Mumbai,8.716847006394271
"Sector 1, Noida",750.0,50.0,4.2,1322.0,45 minutes,1,1,1,0,greater_equal_4,0,1,4,0,Noida,8.621985545700955
"FTI College, Law College Road, Pune",100.0,50.0,2.9,54.0,45 minutes,1,1,0,0,less_3,1,1,0,0,Pune,5.053694783556702
Delhi Cantt.,250.0,50.0,3.8,104.0,30 minutes,1,1,1,0,3_to_3.9,5,3,0,1,Delhi,5.979391965873713
"Dockyard Road, Mumbai CST Area",400.0,50.0,4.0,723.0,65 minutes,1,1,1,0,greater_equal_4,0,2,1,0,Mumbai,7.969703583278656
"FTI College, Law College Road, Pune",150.0,50.0,3.9,70.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Pune,5.60947179518496
"D-Block, Sector 63, Noida",100.0,50.0,3.6,37.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Noida,4.891851758106289
"Delhi Administration Flats, Timarpur",150.0,99.0,3.9,563.0,45 minutes,1,1,0,1,3_to_3.9,2,0,0,0,Delhi,7.694256181275291
"Sector 1, Noida",250.0,50.0,3.6,294.0,45 minutes,1,1,1,0,3_to_3.9,0,1,1,0,Noida,6.964513612800746
"Mico Layout, Stage 2, BTM Layout,Bangalore",250.0,50.0,4.3,64.0,30 minutes,1,1,1,0,greater_equal_4,1,1,0,0,Bengaluru,5.617498106059188
Mumbai Central,100.0,50.0,3.0,10.0,120 minutes,1,1,0,0,3_to_3.9,3,0,0,1,Mumbai,3.4011973816621555
Delhi Cantt.,100.0,50.0,3.4,17.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Delhi,4.056988775678332
Delhi Cantt.,200.0,50.0,3.7,105.0,45 minutes,1,1,0,0,3_to_3.9,1,3,0,0,Delhi,5.962293169807702
"Sector 1, Noida",200.0,50.0,3.8,31.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Noida,4.768988271217486
"Sector 63A,Gurgaon",250.0,50.0,3.5,162.0,45 minutes,1,1,1,0,3_to_3.9,0,3,0,0,Gurgaon,6.340359303727752
"Moulali, Kolkata",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,1,0,0,Kolkata,0.0
"Rmz Centennial, I Gate, Whitefield",200.0,99.0,3.1,8.0,45 minutes,1,1,0,1,3_to_3.9,1,0,0,0,Bengaluru,3.2108436531709366
"D-Block, Sector 63, Noida",200.0,50.0,3.5,30.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Noida,4.653960350157523
"Dockyard Road, Mumbai CST Area",200.0,50.0,3.8,91.0,45 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Mumbai,5.84586057324919
"Sector 1, Noida",100.0,50.0,3.6,16.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Noida,4.053522567701846
"Sector 14, Noida",200.0,50.0,3.3,68.0,65 minutes,1,1,0,0,3_to_3.9,2,3,0,0,Noida,5.413430173648541
"Nathan Road, Mangaldas Road, Pune",50.0,59.0,3.7,186.0,45 minutes,1,1,0,1,3_to_3.9,2,0,0,0,Pune,6.53407949336338
"Sector 63A,Gurgaon",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,1,1,0,Gurgaon,0.0
Majestic,100.0,50.0,3.1,16.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Bengaluru,3.903990833730882
"Delhi Administration Flats, Timarpur",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,1,0,0,Delhi,0.0
Majestic,150.0,50.0,3.2,6.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Bengaluru,2.954910279033736
"Sector 1, Noida",200.0,50.0,3.4,13.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Noida,3.7887247890836524
"Babarpur, New Delhi, Delhi",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Delhi,0.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,99.0,3.5,11.0,30 minutes,1,1,0,1,3_to_3.9,0,1,0,0,Bengaluru,3.6506582412937387
"Nathan Road, Mangaldas Road, Pune",100.0,50.0,4.0,102.0,45 minutes,1,1,0,0,greater_equal_4,0,1,0,0,Pune,6.0112671744041615
"Delhi Administration Flats, Timarpur",100.0,50.0,3.7,546.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Delhi,7.610951795395084
"Babarpur, New Delhi, Delhi",100.0,50.0,3.5,24.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Delhi,4.430816798843313
Delhi Cantt.,100.0,50.0,3.2,8.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Delhi,3.242592351485517
"MG Road, Pune",50.0,50.0,3.6,24.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,4.45898767581001
Delhi University-GTB Nagar,100.0,50.0,3.4,73.0,45 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Delhi,5.514234872770507
"MG Road, Pune",100.0,50.0,3.0,22.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,1,Pune,4.189654742026425
"Delhi High Court, India Gate",300.0,50.0,3.9,456.0,30 minutes,1,1,1,0,3_to_3.9,2,0,0,0,Delhi,7.483469362649987
"Sector 3, Marathalli",150.0,50.0,3.1,101.0,45 minutes,1,1,0,0,3_to_3.9,1,2,0,0,Bengaluru,5.74652262833236
"Yerawada, Pune, Maharashtra",200.0,50.0,2.8,94.0,45 minutes,1,1,0,0,less_3,0,2,0,0,Pune,5.572914199451162
"Rmz Centennial, I Gate, Whitefield",150.0,50.0,3.8,65.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Bengaluru,5.5093883366279774
Pune University,500.0,50.0,4.1,2138.0,65 minutes,1,1,1,0,greater_equal_4,1,3,0,0,Pune,9.078613065295253
"Sector 14, Noida",200.0,50.0,3.3,39.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,1,Noida,4.857484114602081
"Sector 1, Noida",200.0,50.0,3.7,21.0,30 minutes,1,1,0,0,3_to_3.9,0,0,2,0,Noida,4.3528552573736015
Delhi University-GTB Nagar,150.0,50.0,3.1,4.0,30 minutes,1,1,0,0,3_to_3.9,1,2,0,0,Delhi,2.517696472610991
"Mico Layout, Stage 2, BTM Layout,Bangalore",150.0,50.0,3.5,94.0,45 minutes,1,1,0,0,3_to_3.9,3,2,0,0,Bengaluru,5.796057750765372
"Musi Nagar, Malakpet, Hyderabad",200.0,50.0,3.9,817.0,65 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Hyderabad,8.066615647995604
"Rmz Centennial, I Gate, Whitefield",100.0,50.0,2.9,5.0,30 minutes,1,1,0,0,less_3,1,1,0,0,Bengaluru,2.6741486494265287
"Mico Layout, Stage 2, BTM Layout,Bangalore",600.0,50.0,4.5,3309.0,30 minutes,1,1,1,0,greater_equal_4,0,2,2,0,Bengaluru,9.608478704697886
"Hyderabad Public School, Begumpet",100.0,50.0,3.2,10.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Hyderabad,3.4657359027997265
"Sector 1, Noida",200.0,50.0,2.8,16.0,45 minutes,1,1,0,0,less_3,0,2,0,0,Noida,3.8022081394209395
"Sector 1, Noida",150.0,50.0,3.5,28.0,30 minutes,1,1,0,0,3_to_3.9,0,2,0,0,Noida,4.584967478670572
"Rmz Centennial, I Gate, Whitefield",200.0,50.0,3.7,127.0,45 minutes,1,1,0,0,3_to_3.9,0,3,1,0,Bengaluru,6.15251990610877
Delhi University-GTB Nagar,150.0,50.0,4.2,541.0,30 minutes,1,1,0,0,greater_equal_4,3,0,0,0,Delhi,7.728503804135804
"Mico Layout, Stage 2, BTM Layout,Bangalore",200.0,50.0,3.7,230.0,45 minutes,1,1,0,0,3_to_3.9,2,2,0,0,Bengaluru,6.7464121285733745
"Sector 3, Marathalli",50.0,50.0,1.0,1.0,45 minutes,0,0,0,0,less_3,1,0,0,0,Bengaluru,0.0
"Delhi Administration Flats, Timarpur",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,2,0,0,Delhi,0.0
"Chandni Chowk, Kolkata",100.0,50.0,2.9,92.0,45 minutes,1,1,0,0,less_3,1,0,0,0,Kolkata,5.586499314041468
"Delhi High Court, India Gate",250.0,50.0,3.7,59.0,45 minutes,1,1,1,0,3_to_3.9,0,2,0,0,Delhi,5.385870263555899
"Tejas Nagar Colony, Wadala West, Mumbai",200.0,50.0,3.6,72.0,45 minutes,1,1,0,0,3_to_3.9,2,0,0,1,Mumbai,5.557599964478119
"Yerawada, Pune, Maharashtra",150.0,50.0,4.0,190.0,45 minutes,1,1,0,0,greater_equal_4,1,1,0,0,Pune,6.633318433280377
Majestic,100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,3,0,0,0,Bengaluru,0.0
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,50.0,3.4,28.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Gurgaon,4.55597994179732
Delhi Cantt.,300.0,50.0,1.0,1.0,30 minutes,0,0,1,0,less_3,1,2,1,0,Delhi,0.0
Pune University,250.0,50.0,3.6,34.0,30 minutes,1,1,1,0,3_to_3.9,2,0,0,0,Pune,4.807294370078226
"FTI College, Law College Road, Pune",200.0,50.0,3.4,295.0,65 minutes,1,1,0,0,3_to_3.9,1,3,0,0,Pune,6.910750787961936
"Raja Bazar, Kolkata",200.0,50.0,3.6,113.0,30 minutes,1,1,0,0,3_to_3.9,4,1,0,0,Kolkata,6.008321664174405
Delhi University-GTB Nagar,100.0,50.0,3.2,8.0,30 minutes,1,1,0,0,3_to_3.9,2,1,0,0,Delhi,3.242592351485517
"D-Block, Sector 63, Noida",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,1,0,0,0,Noida,0.0
"Nathan Road, Mangaldas Road, Pune",200.0,50.0,3.4,18.0,45 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,4.11414718951828
"Nathan Road, Mangaldas Road, Pune",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Pune,0.0
"Rmz Centennial, I Gate, Whitefield",200.0,50.0,3.3,150.0,30 minutes,1,1,0,0,3_to_3.9,0,3,0,0,Bengaluru,6.20455776256869
"Raja Bazar, Kolkata",300.0,50.0,4.3,1330.0,30 minutes,1,1,1,0,greater_equal_4,2,0,0,0,Kolkata,8.651549243915316
"FTI College, Law College Road, Pune",100.0,50.0,3.0,19.0,30 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Pune,4.04305126783455
"Sector 14, Noida",150.0,50.0,2.7,8.0,30 minutes,1,1,0,0,less_3,0,2,1,0,Noida,3.0726933146901194
"Sector 3, Marathalli",100.0,50.0,3.5,31.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Bengaluru,4.686750172980514
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",400.0,50.0,4.1,186.0,30 minutes,1,1,1,0,greater_equal_4,3,0,0,1,Gurgaon,6.636733647423463
"Tiretti, Kolkata",150.0,50.0,4.3,441.0,45 minutes,1,1,0,0,greater_equal_4,2,0,0,0,Kolkata,7.547659898146363
"Delhi Administration Flats, Timarpur",200.0,0.0,3.9,1545.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Delhi,8.703755742467447
"Yerawada, Pune, Maharashtra",150.0,50.0,3.7,41.0,30 minutes,1,1,0,0,3_to_3.9,3,0,0,1,Pune,5.021904886354487
"Tejas Nagar Colony, Wadala West, Mumbai",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,2,0,0,Mumbai,0.0
"Dockyard Road, Mumbai CST Area",100.0,50.0,4.2,206.0,30 minutes,1,1,0,0,greater_equal_4,1,0,0,0,Mumbai,6.762960694078903
"Rmz Centennial, I Gate, Whitefield",250.0,50.0,4.2,631.0,65 minutes,1,1,1,0,greater_equal_4,0,1,1,0,Bengaluru,7.882390387830536
"Sector 14, Noida",200.0,50.0,4.2,238.0,45 minutes,1,1,0,0,greater_equal_4,1,1,0,0,Noida,6.907355198960797
Mumbai Central,100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,0,0,0,Mumbai,0.0
"Sandhurst Road, Mumbai CST Area",200.0,50.0,2.8,10.0,30 minutes,1,1,0,0,less_3,0,2,0,0,Mumbai,3.332204510175204
"Sector 1, Noida",150.0,50.0,3.8,252.0,30 minutes,1,1,0,0,3_to_3.9,2,2,0,0,Noida,6.864430154243763
"Sector 1, Noida",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Noida,0.0
Pune University,250.0,50.0,4.4,773.0,45 minutes,1,1,1,0,greater_equal_4,2,0,3,0,Pune,8.131883589511638
"Babarpur, New Delhi, Delhi",150.0,50.0,2.9,21.0,30 minutes,1,1,0,0,less_3,3,2,1,0,Delhi,4.109233174715851
"FTI College, Law College Road, Pune",250.0,50.0,3.6,95.0,30 minutes,1,1,1,0,3_to_3.9,0,2,1,0,Pune,5.834810737062605
"Gora Bazar, Rajbari, North Dumdum, Kolkata",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Kolkata,0.0
"Rmz Centennial, I Gate, Whitefield",150.0,50.0,3.3,92.0,30 minutes,1,1,0,0,3_to_3.9,1,4,0,0,Bengaluru,5.715711045521474
"Yerawada, Pune, Maharashtra",250.0,50.0,4.6,1502.0,30 minutes,1,1,1,0,greater_equal_4,3,1,1,1,Pune,8.840609135819129
"Sector 14, Noida",200.0,50.0,3.6,40.0,30 minutes,1,1,0,0,3_to_3.9,1,1,0,0,Noida,4.969813299576001
Delhi University-GTB Nagar,250.0,50.0,3.9,313.0,45 minutes,1,1,1,0,3_to_3.9,0,0,1,0,Delhi,7.107179743675754
Mumbai Central,150.0,50.0,3.2,6.0,30 minutes,1,1,0,0,3_to_3.9,0,1,1,0,Mumbai,2.954910279033736
"Mico Layout, Stage 2, BTM Layout,Bangalore",150.0,50.0,4.0,220.0,45 minutes,1,1,0,0,greater_equal_4,1,1,0,0,Bengaluru,6.779921907472252
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,99.0,3.5,129.0,45 minutes,1,1,0,1,3_to_3.9,0,1,0,0,Gurgaon,6.11257537285704
"Sector 1, Noida",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Noida,0.0
Majestic,150.0,50.0,3.8,50.0,45 minutes,1,1,0,0,3_to_3.9,2,0,0,1,Bengaluru,5.247024072160486
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,3.5,9.0,30 minutes,1,1,0,0,3_to_3.9,5,0,0,0,Bengaluru,3.449987545831587
"D-Block, Sector 63, Noida",200.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,4,0,1,0,Noida,0.0
"Mico Layout, Stage 2, BTM Layout,Bangalore",100.0,50.0,4.2,80.0,30 minutes,1,1,0,0,greater_equal_4,0,1,0,0,Bengaluru,5.817111159963204
"Sandhurst Road, Mumbai CST Area",100.0,50.0,3.7,155.0,45 minutes,1,1,0,0,3_to_3.9,1,0,0,0,Mumbai,6.351757936569426
Pune University,200.0,50.0,3.3,17.0,30 minutes,1,1,0,0,3_to_3.9,0,1,0,0,Pune,4.027135812528651
"FTI College, Law College Road, Pune",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,2,0,0,0,Pune,0.0
Pune University,100.0,99.0,1.0,1.0,45 minutes,0,0,0,1,less_3,2,0,0,0,Pune,0.0
Delhi Cantt.,200.0,50.0,3.5,55.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,1,Delhi,5.260096153727839
"Sector 1, Noida",100.0,99.0,1.0,1.0,120 minutes,0,0,0,1,less_3,1,0,0,1,Noida,0.0
Delhi University-GTB Nagar,200.0,99.0,3.9,355.0,45 minutes,1,1,0,1,3_to_3.9,0,2,0,0,Delhi,7.233094342611016
"Sector 1, Noida",150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Noida,0.0
"Babarpur, New Delhi, Delhi",100.0,50.0,3.4,21.0,30 minutes,1,1,0,0,3_to_3.9,1,2,0,0,Delhi,4.268297869345538
"Rmz Centennial, I Gate, Whitefield",100.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Bengaluru,0.0
Pune University,150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Pune,0.0
"D-Block, Sector 63, Noida",250.0,50.0,3.6,31.0,45 minutes,1,1,1,0,3_to_3.9,3,0,0,0,Noida,4.71492104994721
Delhi Cantt.,150.0,50.0,1.0,1.0,30 minutes,0,0,0,0,less_3,0,1,0,0,Delhi,0.0
Delhi University-GTB Nagar,100.0,50.0,3.8,51.0,65 minutes,1,1,0,0,3_to_3.9,3,0,0,0,Delhi,5.266826699456666
"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",200.0,50.0,3.8,550.0,65 minutes,1,1,0,0,3_to_3.9,1,2,1,0,Gurgaon,7.644919344958857
"Sector 1, Noida",650.0,50.0,4.2,2868.0,65 minutes,1,1,1,0,greater_equal_4,0,1,2,0,Noida,9.396454727008834
Mumbai Central,100.0,50.0,3.9,120.0,30 minutes,1,1,0,0,3_to_3.9,2,0,0,0,Mumbai,6.148468295917647
"Mico Layout, Stage 2, BTM Layout,Bangalore",500.0,50.0,4.0,189.0,30 minutes,1,1,1,0,greater_equal_4,0,1,0,0,Bengaluru,6.628041376179533
"Mico Layout, Stage 2, BTM Layout,Bangalore",150.0,50.0,4.0,74.0,30 minutes,1,1,0,0,greater_equal_4,0,2,0,0,Bengaluru,5.69035945432406
"Sector 14, Noida",350.0,50.0,4.4,76.0,30 minutes,1,1,1,0,greater_equal_4,0,1,2,0,Noida,5.812337881210547
"MG Road, Pune",250.0,50.0,2.9,31.0,30 minutes,1,1,1,0,less_3,1,0,1,0,Pune,4.498697941477574
Delhi University-GTB Nagar,150.0,50.0,3.8,287.0,45 minutes,1,1,0,0,3_to_3.9,1,2,0,0,Delhi,6.994483282491961
"Tejas Nagar Colony, Wadala West, Mumbai",200.0,50.0,3.6,54.0,30 minutes,1,1,0,0,3_to_3.9,1,3,0,0,Mumbai,5.2699178920263385
